Creation Date,Isin Code,Security Code,Status Description,Trade Date,Value Date,Transaction Type Description,Cash Account,Cash Account Currency, Quantity ,Net Amount,Net Amount currency,Transaction Price,Transaction Price Currency,Custodian Name,Security Name,Security Quotation Currency,Gross Amount,Gross Amount Currency,Total Fees Amount,Total Fees Currency,Broker Name,Commission Broker,Commission Broker Currency,Local Tax,Local Tax Currency,%fee,ctFee
07.12.2017,US6174464486,MS,Settled,06.12.2017,08.12.2017,Purchase,LU17007S003111601USD,USD,4'100.00,212238,USD,51.755,USD,BROWN BROTHERS HARRIMAN,Morgan Stanley,USD,212197,USD,41,USD,CACEIS BANK FRANCE,41,USD,0,,0.02%,0.01
07.12.2017,US46625H1005,JPMC,Settled,06.12.2017,08.12.2017,Purchase,LU17007S003111601USD,USD,2'100.00,221522.5,USD,105.477,USD,BROWN BROTHERS HARRIMAN,JP MORGAN CHASE AND,USD,221501.5,USD,21,USD,CACEIS BANK FRANCE,21,USD,0,,0.01%,0.01
07.12.2017,US38141G1040,GS,Settled,06.12.2017,08.12.2017,Purchase,LU17007S003111601USD,USD,900,221534.5,USD,246.138,USD,BROWN BROTHERS HARRIMAN,GOLDMAN SACHS GROUP,USD,221524.5,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
04.12.2017,US1729674242,US1729674242,Settled,04.12.2017,06.12.2017,Purchase,LU17007S003111601USD,USD,2'900.00,222630.32,USD,76.759,USD,BROWN BROTHERS HARRIMAN,CITIGROUP,USD,222601.32,USD,29,USD,CACEIS BANK FRANCE,29,USD,0,,0.01%,0.01
04.12.2017,US38141G1040,GS,Settled,04.12.2017,06.12.2017,Purchase,LU17007S003111601USD,USD,900,226522,USD,251.68,USD,BROWN BROTHERS HARRIMAN,GOLDMAN SACHS GROUP,USD,226512,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
04.12.2017,US46625H1005,JPMC,Settled,04.12.2017,06.12.2017,Purchase,LU17007S003111601USD,USD,2'100.00,226111.99,USD,107.662,USD,BROWN BROTHERS HARRIMAN,JP MORGAN CHASE AND,USD,226090.99,USD,21,USD,CACEIS BANK FRANCE,21,USD,0,,0.01%,0.01
04.12.2017,US6174464486,MS,Settled,04.12.2017,06.12.2017,Purchase,LU17007S003111601USD,USD,4'100.00,217591.33,USD,53.061,USD,BROWN BROTHERS HARRIMAN,Morgan Stanley,USD,217550.33,USD,41,USD,CACEIS BANK FRANCE,41,USD,0,,0.02%,0.01
13.11.2017,FR0000121972,SU FP,Settled,13.11.2017,15.11.2017,Purchase,LU38007S003111685EUR,EUR,3'200.00,227783.07,EUR,70.948,EUR,CACEIS BANK,SCHNEIDER ELECTRIC,EUR,227033.86,EUR,68.11,EUR,CACEIS BANK FRANCE,68.11,EUR,681.1,EUR,0.03%,0.02
13.11.2017,FR0000131104,BNP FP,Settled,13.11.2017,15.11.2017,Purchase,LU38007S003111685EUR,EUR,3'000.00,192301.61,EUR,63.89,EUR,CACEIS BANK,BNP PARIBAS,EUR,191669.1,EUR,57.5,EUR,CACEIS BANK FRANCE,57.5,EUR,575.01,EUR,0.03%,0.02
13.11.2017,GB0002634946,BAESF,Settled,13.11.2017,15.11.2017,Purchase,LU07007S003111603GBP,GBP,50'000.00,270434.39,GBP,5.38,GBP,HSBC BANK PLC,BAE SYSTEMS,GBP,269007.65,GBP,80.7,GBP,CACEIS BANK FRANCE,80.7,GBP,0,,0.03%,0
13.11.2017,DE0007236101,SI,Settled,13.11.2017,15.11.2017,Purchase,LU38007S003111685EUR,EUR,2'400.00,280198.03,EUR,116.714,EUR,CACEIS BANK S. A. GERMANY BRANCH,SIEMENS AG,EUR,280114,EUR,84.03,EUR,CACEIS BANK FRANCE,84.03,EUR,0,,0.03%,0.04
13.11.2017,FR0000120578,SAN,Settled,13.11.2017,15.11.2017,Purchase,LU38007S003111685EUR,EUR,5'800.00,445083.06,EUR,76.486,EUR,CACEIS BANK,SANOFI,EUR,443619.11,EUR,133.09,EUR,CACEIS BANK FRANCE,133.09,EUR,"1,330.860",EUR,0.03%,0.02
06.11.2017,US4878361082,K,Settled,06.11.2017,08.11.2017,Purchase,LU17007S003111601USD,USD,8'000.00,486194,USD,60.764,USD,BROWN BROTHERS HARRIMAN,KELLOGG,USD,486114,USD,80,USD,CACEIS BANK FRANCE,80,USD,0,,0.02%,0.01
06.11.2017,VGG607541015,VGG607541015,Settled,06.11.2017,08.11.2017,Sale,LU17007S003111601USD,USD,9'500.00,511081.87,USD,53.809,USD,BROWN BROTHERS HARRIMAN,MICHAEL KORS,USD,511188.68,USD,95,USD,CACEIS BANK FRANCE,95,USD,0,,0.02%,0.01
31.10.2017,CH0012221716,ABLZF,Settled,31.10.2017,02.11.2017,Sale,LU81007S003111605CHF,CHF,12'000.00,310106.94,CHF,25.85,CHF,"CACEIS BANK, SWITZERLAND BRANCH",ABB LTD,CHF,310200,CHF,93.06,CHF,CACEIS BANK FRANCE,93.06,CHF,0,,0.03%,0.01
31.10.2017,US9841216081,US9841216081,Settled,31.10.2017,02.11.2017,Purchase,LU17007S003111601USD,USD,11'000.00,329221.38,USD,29.919,USD,BROWN BROTHERS HARRIMAN,XEROX CORP,USD,329111.38,USD,110,USD,CACEIS BANK FRANCE,110,USD,0,,0.03%,0.01
31.10.2017,SE0006886750,ATCOA SS,Settled,31.10.2017,02.11.2017,Sale,LU31007S003111608SEK,SEK,12'600.00,4611240.31,SEK,366.081,SEK,SKANDINAVISKA ENSKILDA BANKEN AB,ATLAS COPCO AB,SEK,4612624.1,SEK,"1,383.790",SEK,CACEIS BANK FRANCE,"1,383.790",SEK,0,,#VALUE!,#VALUE!
31.10.2017,US4581401001,INTC,Settled,31.10.2017,02.11.2017,Sale,LU17007S003111601USD,USD,13'000.00,587793.93,USD,45.226,USD,BROWN BROTHERS HARRIMAN,INTEL,USD,587937.51,USD,130,USD,CACEIS BANK FRANCE,130,USD,0,,0.02%,0.01
31.10.2017,US5949181045,MSFT,Settled,31.10.2017,02.11.2017,Sale,LU17007S003111601USD,USD,3'000.00,251391.19,USD,83.809,USD,BROWN BROTHERS HARRIMAN,MICROSOFT,USD,251427,USD,30,USD,CACEIS BANK FRANCE,30,USD,0,,0.01%,0.01
31.10.2017,CH0012032048,MLROH,Settled,31.10.2017,02.11.2017,Purchase,LU81007S003111605CHF,CHF,1'150.00,265614.66,CHF,230.9,CHF,"CACEIS BANK, SWITZERLAND BRANCH",ROCHE HOLDING AG,CHF,265535,CHF,79.66,CHF,CACEIS BANK FRANCE,79.66,CHF,0,,0.03%,0.07
31.10.2017,FR0000121329,HO,Settled,31.10.2017,02.11.2017,Purchase,LU38007S003111685EUR,EUR,5'000.00,447815.11,EUR,89.268,EUR,CACEIS BANK,THALES,EUR,446342.18,EUR,133.9,EUR,CACEIS BANK FRANCE,133.9,EUR,"1,339.030",EUR,0.03%,0.03
31.10.2017,US00206R1023,T,Settled,31.10.2017,02.11.2017,Purchase,LU17007S003111601USD,USD,10'000.00,336066.9,USD,33.597,USD,BROWN BROTHERS HARRIMAN,AT AND T INC,USD,335966.9,USD,100,USD,CACEIS BANK FRANCE,100,USD,0,,0.03%,0.01
31.10.2017,US3696041033,US3696041033,Settled,31.10.2017,02.11.2017,Purchase,LU17007S003111601USD,USD,10'000.00,201399.5,USD,20.13,USD,BROWN BROTHERS HARRIMAN,GENERAL ELECTRIC,USD,201299.5,USD,100,USD,CACEIS BANK FRANCE,100,USD,0,,0.05%,0.01
31.10.2017,US3755581036,GILD,Settled,31.10.2017,02.11.2017,Purchase,LU17007S003111601USD,USD,3'000.00,226441.07,USD,75.47,USD,BROWN BROTHERS HARRIMAN,GILEAD SCIENCES INC,USD,226411.07,USD,30,USD,CACEIS BANK FRANCE,30,USD,0,,0.01%,0.01
31.10.2017,US58933Y1055,MRK,Settled,31.10.2017,02.11.2017,Purchase,LU17007S003111601USD,USD,8'200.00,455592.25,USD,55.55,USD,BROWN BROTHERS HARRIMAN,MERCK AND,USD,455510.25,USD,82,USD,CACEIS BANK FRANCE,82,USD,0,,0.02%,0.01
31.10.2017,US60871R2094,TAP,Settled,31.10.2017,02.11.2017,Purchase,LU17007S003111601USD,USD,5'700.00,455516.02,USD,79.905,USD,BROWN BROTHERS HARRIMAN,MOLSONORS BREWING,USD,455459.02,USD,57,USD,CACEIS BANK FRANCE,57,USD,0,,0.01%,0.01
31.10.2017,US7427181091,PGP,Settled,31.10.2017,02.11.2017,Purchase,LU17007S003111601USD,USD,4'000.00,344374.01,USD,86.084,USD,BROWN BROTHERS HARRIMAN,PROCTER AND GAMBLE,USD,344334.01,USD,40,USD,CACEIS BANK FRANCE,40,USD,0,,0.01%,0.01
31.10.2017,US7551115071,RTN,Settled,31.10.2017,02.11.2017,Purchase,LU17007S003111601USD,USD,2'000.00,361760.25,USD,180.87,USD,BROWN BROTHERS HARRIMAN,RAYTHEON,USD,361740.25,USD,20,USD,CACEIS BANK FRANCE,20,USD,0,,0.01%,0.01
31.10.2017,NL0000235190,EAD,Settled,31.10.2017,02.11.2017,Sale,LU38007S003111685EUR,EUR,3'000.00,264347.48,EUR,88.142,EUR,CACEIS BANK,AIRBUS SE,EUR,264426.81,EUR,79.33,EUR,CACEIS BANK FRANCE,79.33,EUR,0,,0.03%,0.03
27.09.2017,US912796LY35,US912796LY35,Settled,26.09.2017,27.09.2017,Purchase,LU17007S003111601USD,USD,3'000'000.00,2998285.83,USD,99.943,USD,BROWN BROTHERS HARRIMAN,UNIT STAT TREA BIL ZCP 19-10-1,USD,2998285.83,USD,0,,JEFFERIES INTL LIMITED,0,,0,,0.00%, -   
09.08.2017,VGG607541015,VGG607541015,Settled,09.08.2017,14.08.2017,Sale,LU17007S003111601USD,USD,9'500.00,431614.24,USD,45.444,USD,BROWN BROTHERS HARRIMAN,MICHAEL KORS,USD,431719.21,USD,95,USD,CACEIS BANK FRANCE,95,USD,0,,0.02%,0.01
26.07.2017,IE00B0M63060,IUKD IM,Settled,26.07.2017,28.07.2017,Sale,LU07007S003111603GBP,GBP,43'000.00,393147.84,GBP,9.146,GBP,CLEARSTREAM BANKING,ISHARES UK DIV,GBP,393268.07,GBP,117.98,GBP,CACEIS BANK FRANCE,117.98,GBP,0,,0.03%,0
26.07.2017,US9130171096,UT,Settled,26.07.2017,31.07.2017,Purchase,LU17007S003111601USD,USD,3'000.00,360835.5,USD,120.268,USD,BROWN BROTHERS HARRIMAN,UNITED TECHNOLOGIES CORP,USD,360805.5,USD,30,USD,CACEIS BANK FRANCE,30,USD,0,,0.01%,0.01
26.07.2017,US00287Y1091,US00287Y1091,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,3'700.00,268008.13,USD,72.446,USD,BROWN BROTHERS HARRIMAN,ABBVIE,USD,268051.32,USD,37,USD,CACEIS BANK FRANCE,37,USD,0,,0.01%,0.01
26.07.2017,US0382221051,AMAT,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,7'850.00,369058.31,USD,47.025,USD,BROWN BROTHERS HARRIMAN,APPLIED MATERIALS,USD,369145.34,USD,78.5,USD,CACEIS BANK FRANCE,78.5,USD,0,,0.02%,0.01
26.07.2017,US0718131099,BAX US,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,4'800.00,294325.2,USD,61.329,USD,BROWN BROTHERS HARRIMAN,BAXTER INTL,USD,294380,USD,48,USD,CACEIS BANK FRANCE,48,USD,0,,0.02%,0.01
26.07.2017,US0970231058,BA US,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,1'550.00,351338.63,USD,226.685,USD,BROWN BROTHERS HARRIMAN,BOEING,USD,351362.25,USD,15.5,USD,CACEIS BANK FRANCE,15.5,USD,0,,0.00%,0.01
26.07.2017,US1491231015,CATR,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,4'450.00,506816.98,USD,113.904,USD,BROWN BROTHERS HARRIMAN,CATERPILLAR,USD,506873.19,USD,44.5,USD,CACEIS BANK FRANCE,44.5,USD,0,,0.01%,0.01
26.07.2017,US1897541041,COH,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,10'800.00,519295.25,USD,48.094,USD,BROWN BROTHERS HARRIMAN,COACH,USD,519415.25,USD,108,USD,CACEIS BANK FRANCE,108,USD,0,,0.02%,0.01
26.07.2017,US2371941053,DRI,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,3'200.00,276186.19,USD,86.32,USD,BROWN BROTHERS HARRIMAN,DARDEN RESTAURANTS,USD,276224.57,USD,32,USD,CACEIS BANK FRANCE,32,USD,0,,0.01%,0.01
26.07.2017,US3696041033,US3696041033,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,16'000.00,408621.57,USD,25.549,USD,BROWN BROTHERS HARRIMAN,GENERAL ELECTRIC,USD,408791.01,USD,160,USD,CACEIS BANK FRANCE,160,USD,0,,0.04%,0.01
26.07.2017,US3755581036,GILD,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,6'800.00,503285.37,USD,74.024,USD,BROWN BROTHERS HARRIMAN,GILEAD SCIENCES INC,USD,503365,USD,68,USD,CACEIS BANK FRANCE,68,USD,0,,0.01%,0.01
26.07.2017,US6937181088,PCAR US,Settled,26.07.2017,31.07.2017,Sale,LU17007S003111601USD,USD,6'700.00,458335.85,USD,68.42,USD,BROWN BROTHERS HARRIMAN,PACCAR,USD,458413.44,USD,67,USD,CACEIS BANK FRANCE,67,USD,0,,0.01%,0.01
26.07.2017,CH0012221716,ABLZF,Settled,26.07.2017,28.07.2017,Purchase,LU81007S003111605CHF,CHF,12'600.00,282702.79,CHF,22.43,CHF,"CACEIS BANK, SWITZERLAND BRANCH",ABB LTD,CHF,282618,CHF,84.79,CHF,CACEIS BANK FRANCE,84.79,CHF,0,,0.03%,0.01
26.07.2017,DE0005190003,BAMXF,Settled,26.07.2017,28.07.2017,Purchase,LU38007S003111685EUR,EUR,2'775.00,219517.42,EUR,79.082,EUR,CACEIS BANK S. A. GERMANY BRANCH,BAYERISCHE MOTOREN WERKE AG,EUR,219451.58,EUR,65.84,EUR,CACEIS BANK FRANCE,65.84,EUR,0,,0.03%,0.02
26.07.2017,DE0007100000,LER,Settled,26.07.2017,28.07.2017,Purchase,LU38007S003111685EUR,EUR,3'600.00,217490.57,EUR,60.396,EUR,CACEIS BANK S. A. GERMANY BRANCH,DAIMLER AG-REGISTERED SHARES,EUR,217425.34,EUR,65.23,EUR,CACEIS BANK FRANCE,65.23,EUR,0,,0.03%,0.02
26.07.2017,FR0000121964,FR0000121964,Settled,26.07.2017,28.07.2017,Purchase,LU38007S003111685EUR,EUR,6'200.00,219657.63,EUR,35.312,EUR,CACEIS BANK,KLEPIERRE,EUR,218935.14,EUR,65.68,EUR,CACEIS BANK FRANCE,65.68,EUR,656.81,EUR,0.03%,0.01
26.07.2017,FR0000131906,RNO FP,Settled,26.07.2017,28.07.2017,Purchase,LU38007S003111685EUR,EUR,5'375.00,441096.1,EUR,81.794,EUR,CACEIS BANK,RENAULT,EUR,439645.27,EUR,131.89,EUR,CACEIS BANK FRANCE,131.89,EUR,"1,318.940",EUR,0.03%,0.02
26.07.2017,GB0002634946,BAESF,Settled,26.07.2017,28.07.2017,Purchase,LU07007S003111603GBP,GBP,50'000.00,303095.33,GBP,6.03,GBP,HSBC BANK PLC,BAE SYSTEMS,GBP,301496.4,GBP,90.45,GBP,CACEIS BANK FRANCE,90.45,GBP,0,,0.03%,0
26.07.2017,SE0000103699,HXGBF,Settled,26.07.2017,28.07.2017,Purchase,LU31007S003111608SEK,SEK,5'350.00,2123312.9,SEK,396.762,SEK,SKANDINAVISKA ENSKILDA BANKEN AB,HEXAGON AB,SEK,2122676.1,SEK,636.8,SEK,CACEIS BANK FRANCE,636.8,SEK,0,,0.03%,0.12
26.07.2017,US3696041033,US3696041033,Settled,26.07.2017,31.07.2017,Purchase,LU17007S003111601USD,USD,32'000.00,812826.05,USD,25.391,USD,BROWN BROTHERS HARRIMAN,GENERAL ELECTRIC,USD,812506.05,USD,320,USD,CACEIS BANK FRANCE,320,USD,0,,0.04%,0.01
26.07.2017,LU0274221281,XSMI GT,Settled,26.07.2017,28.07.2017,Sale,LU81007S003111605CHF,CHF,5'200.00,487034.13,CHF,93.689,CHF,"CACEIS BANK, SWITZERLAND BRANCH",DB X TRACKERS SMI ETF 1 D D,CHF,487180.28,CHF,146.15,CHF,CACEIS BANK FRANCE,146.15,CHF,0,,0.03%,0.03
27.06.2017,US912796LP28,US912796LP28,Settled,27.06.2017,28.06.2017,Purchase,LU17007S003111601USD,USD,2'000'000.00,1997981.39,USD,99.899,USD,BROWN BROTHERS HARRIMAN,UNIT STAT TREA BIL ZCP 10-08-1,USD,1997981.39,USD,0,,MORGAN STANLEY AND CO.INTERNAT,0,,0,,0.00%, -   
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243370,USD,243.38,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243380,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243330,USD,243.34,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243340,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243300,USD,243.31,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243310,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243190,USD,243.2,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243200,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243250,USD,243.26,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243260,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243140,USD,243.15,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243150,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243580,USD,243.59,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243590,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243625,USD,243.635,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243635,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243400,USD,243.41,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243410,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
22.06.2017,IE00B6YX5C33,SPY5 LN,Settled,22.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'000.00,243440,USD,243.45,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,243450,USD,10,USD,CACEIS BANK FRANCE,10,USD,0,,0.00%,0.01
21.06.2017,IE00BM67HR47,IE00BM67HR47,Canceled,21.06.2017,23.06.2017,Purchase,LU38007S003111685EUR,EUR,80'000.00,877092.25,EUR,10.96,EUR,CACEIS BANK S. A. GERMANY BRANCH,DBX MSCI WORLD TELECOMMS 1C,EUR,876829.2,EUR,263.05,EUR,CACEIS BANK FRANCE,263.05,EUR,0,,0.03%,0
21.06.2017,IE00B0M63060,IUKD IM,Canceled,21.06.2017,23.06.2017,Purchase,LU07007S003111603GBP,GBP,64'000.00,596501.15,GBP,9.318,GBP,HSBC BANK PLC,ISHARES UK DIV,GBP,596320,GBP,178.9,GBP,CACEIS BANK FRANCE,178.9,GBP,0,,0.03%,0
21.06.2017,GB0030913577,BTGOF,Canceled,21.06.2017,23.06.2017,Sale,LU07007S003111603GBP,GBP,157'711.00,444672.56,GBP,2.82,GBP,,BT GROUP,GBP,444807,GBP,133.44,GBP,,133.44,GBP,0,,0.03%,0
21.06.2017,FR0000130650,DSY,Settled,21.06.2017,23.06.2017,Sale,LU38007S003111685EUR,EUR,5'350.00,447040.3,EUR,83.584,EUR,CACEIS BANK,DASSAULT SYSTEMES,EUR,447174.45,EUR,134.15,EUR,CACEIS BANK FRANCE,134.15,EUR,0,,0.03%,0.03
21.06.2017,FR0010040865,GFC,Settled,21.06.2017,23.06.2017,Sale,LU38007S003111685EUR,EUR,1'100.00,150649.69,EUR,136.995,EUR,CACEIS BANK,GECINA,EUR,150694.9,EUR,45.21,EUR,CACEIS BANK FRANCE,45.21,EUR,0,,0.03%,0.04
21.06.2017,GB0030913577,BTGOF,Settled,21.06.2017,23.06.2017,Sale,LU07007S003111603GBP,GBP,157'711.00,444672.56,GBP,2.82,GBP,HSBC BANK PLC,BT GROUP,GBP,444807,GBP,133.44,GBP,CACEIS BANK FRANCE,133.44,GBP,0,,0.03%,0
21.06.2017,GB00B4VLR192,GB00B4VLR192,Settled,21.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,29'600.00,153268.77,USD,5.188,USD,BROWN BROTHERS HARRIMAN,ENSCO PLC -A-,USD,153568.12,USD,296,USD,CACEIS BANK FRANCE,296,USD,0,,0.19%,0.01
21.06.2017,GB00B8C3BL03,GB00B8C3BL03,Settled,21.06.2017,23.06.2017,Sale,LU07007S003111603GBP,GBP,26'000.00,185180.04,GBP,7.124,GBP,HSBC BANK PLC,THE SAGE GROUP,GBP,185236.61,GBP,55.57,GBP,CACEIS BANK FRANCE,55.57,GBP,0,,0.03%,0
21.06.2017,SE0006886750,ATCOA SS,Settled,21.06.2017,26.06.2017,Sale,LU31007S003111608SEK,SEK,12'500.00,4218018.21,SEK,337.543,SEK,SKANDINAVISKA ENSKILDA BANKEN AB,ATLAS COPCO AB,SEK,4219284,SEK,"1,265.790",SEK,CACEIS BANK FRANCE,"1,265.790",SEK,0,,#VALUE!,#VALUE!
21.06.2017,US0718131099,BAX US,Settled,21.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,4'500.00,271583.08,USD,60.363,USD,BROWN BROTHERS HARRIMAN,BAXTER INTL,USD,271634,USD,45,USD,CACEIS BANK FRANCE,45,USD,0,,0.02%,0.01
21.06.2017,US0970231058,BA US,Settled,21.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,1'500.00,298157.5,USD,198.786,USD,BROWN BROTHERS HARRIMAN,BOEING,USD,298179,USD,15,USD,CACEIS BANK FRANCE,15,USD,0,,0.01%,0.01
21.06.2017,US1491231015,CATR,Settled,21.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,4'400.00,465904.16,USD,105.9,USD,BROWN BROTHERS HARRIMAN,CATERPILLAR,USD,465958.32,USD,44,USD,CACEIS BANK FRANCE,44,USD,0,,0.01%,0.01
21.06.2017,US4781601046,JNJ,Settled,21.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,3'250.00,437793.08,USD,134.718,USD,BROWN BROTHERS HARRIMAN,JOHNSON AND JOHNSON,USD,437835.12,USD,32.5,USD,CACEIS BANK FRANCE,32.5,USD,0,,0.01%,0.01
21.06.2017,US5324571083,LLY,Settled,21.06.2017,26.06.2017,Sale,LU17007S003111601USD,USD,3'000.00,248879.57,USD,82.972,USD,BROWN BROTHERS HARRIMAN,ELI LILY AND,USD,248915,USD,30,USD,CACEIS BANK FRANCE,30,USD,0,,0.01%,0.01
21.06.2017,FR0000130452,FGR,Settled,21.06.2017,23.06.2017,Sale,LU38007S003111685EUR,EUR,6'700.00,567433.49,EUR,84.717,EUR,CACEIS BANK,EIFFAGE,EUR,567603.77,EUR,170.28,EUR,CACEIS BANK FRANCE,170.28,EUR,0,,0.03%,0.03
21.06.2017,DE000BAY0017,BAYZF,Settled,21.06.2017,23.06.2017,Sale,LU38007S003111685EUR,EUR,4'875.00,593700.54,EUR,121.821,EUR,CACEIS BANK S. A. GERMANY BRANCH,BAYER AG,EUR,593878.7,EUR,178.16,EUR,CACEIS BANK FRANCE,178.16,EUR,0,,0.03%,0.04
21.06.2017,DE0005190003,BAMXF,Settled,21.06.2017,23.06.2017,Sale,LU38007S003111685EUR,EUR,5'550.00,463446.29,EUR,83.529,EUR,CACEIS BANK S. A. GERMANY BRANCH,BAYERISCHE MOTOREN WERKE AG,EUR,463585.37,EUR,139.08,EUR,CACEIS BANK FRANCE,139.08,EUR,0,,0.03%,0.03
21.06.2017,CH0038863350,NSRGF,Settled,21.06.2017,23.06.2017,Sale,LU81007S003111605CHF,CHF,4'350.00,360951.71,CHF,83.002,CHF,"CACEIS BANK, SWITZERLAND BRANCH",NESTLE,CHF,361060.03,CHF,108.32,CHF,CACEIS BANK FRANCE,108.32,CHF,0,,0.03%,0.02
28.06.2017,IE00BM67HR47,IE00BM67HR47,Settled,21.06.2017,23.06.2017,Purchase,LU38007S003111685EUR,EUR,2'000.00,21927.31,EUR,10.96,EUR,CACEIS BANK S. A. GERMANY BRANCH,DBX MSCI WORLD TELECOMMS 1C,EUR,21920.73,EUR,6.58,EUR,CACEIS BANK FRANCE,6.58,EUR,0,,0.03%,0
21.06.2017,CH0012005267,NVSEF,Settled,21.06.2017,23.06.2017,Sale,LU81007S003111605CHF,CHF,4'275.00,341684.21,CHF,79.95,CHF,"CACEIS BANK, SWITZERLAND BRANCH",NOVARTIS AG,CHF,341786.75,CHF,102.54,CHF,CACEIS BANK FRANCE,102.54,CHF,0,,0.03%,0.02
28.06.2017,IE00BM67HR47,IE00BM67HR47,Settled,21.06.2017,23.06.2017,Purchase,LU38007S003111685EUR,EUR,78'000.00,855164.94,EUR,10.96,EUR,CACEIS BANK S. A. GERMANY BRANCH,DBX MSCI WORLD TELECOMMS 1C,EUR,854908.47,EUR,256.47,EUR,CACEIS BANK FRANCE,256.47,EUR,0,,0.03%,0
22.06.2017,IE00B0M63060,IUKD IM,Settled,21.06.2017,23.06.2017,Purchase,LU07007S003111603GBP,GBP,64'000.00,596501.15,GBP,9.318,GBP,CLEARSTREAM BANKING,ISHARES UK DIV,GBP,596320,GBP,178.9,GBP,CACEIS BANK FRANCE,178.9,GBP,0,,0.03%,0
21.06.2017,VGG607541015,VGG607541015,Settled,21.06.2017,26.06.2017,Purchase,LU17007S003111601USD,USD,9'500.00,330954.5,USD,34.827,USD,BROWN BROTHERS HARRIMAN,MICHAEL KORS,USD,330859.5,USD,95,USD,CACEIS BANK FRANCE,95,USD,0,,0.03%,0.01
21.06.2017,US4581401001,INTC,Settled,21.06.2017,26.06.2017,Purchase,LU17007S003111601USD,USD,13'000.00,446420.7,USD,34.33,USD,BROWN BROTHERS HARRIMAN,INTEL,USD,446290.7,USD,130,USD,CACEIS BANK FRANCE,130,USD,0,,0.03%,0.01
